LEVEL,code,name,full_name,cname,full_cname,lower_cname
4,1KOR045CWO,Cheongwon County,,淸原郡,,cheongwon county
4,1KOR045DYG,Danyang County,,丹阳郡,,danyang county
4,1KOR045ESG,Eumseong County,,阴城郡,,eumseong county
4,1KOR045GSN,Goesan County,,槐山郡,,goesan county
4,1KOR045JCH,Jecheon,,堤川市,,jecheon
4,1KOR045JCN,Jincheon County,,鎭川郡,,jincheon county
4,1KOR045JYG,Jeungpyeong County,,曾坪郡,,jeungpyeong county
4,1KOR045OCN,Okcheon County,,沃川郡,,okcheon county
4,1KOR045YDG,Yeongdong County,,永同郡,,yeongdong county
4,1KOR046ASA,Asan,,牙山市,,asan
4,1KOR046BOR,Boryeong,,保宁市,,boryeong
4,1KOR046BYO,Buyeo County,,扶余郡,,buyeo county
4,1KOR046CHO,Cheonan,,天安市,,cheonan
4,1KOR046CYG,Cheongyang County,,青阳郡,,cheongyang county
4,1KOR046GOJ,Gongju,,公州市,,gongju
4,1KOR046GSA,Geumsan County,,锦山郡,,geumsan county
4,1KOR046GYE,Gyeryong,,鸡龙市,,gyeryong
4,1KOR046HSE,Hongseong County,,洪城郡,,hongseong county
4,1KOR046NSN,Nonsan,,论山市,,nonsan
4,1KOR046SCE,Seocheon County,,舒川郡,,seocheon county
4,1KOR046SSA,Seosan,,瑞山市,,seosan
4,1KOR046TAN,Taean County,,泰安郡,,taean county
4,1KOR046TJI,Dangjin County,,唐津郡,,dangjin county
4,1KOR046YGI,Yeongi County,,燕岐郡,,yeongi county
4,1KOR046YOS,Yesan County,,礼山郡,,yesan county
4,1KOR047GCG,Gochang County,,高敞郡,,gochang county
4,1KOR047GJE,Gimje,,金堤市,,gimje
4,1KOR047IKS,Iksan,,益山市,,iksan
4,1KOR047ISL,Imsil County,,任实郡,,imsil county
4,1KOR047JAN,Jinan County,,鎭安郡,,jinan county
4,1KOR047JEO,Jeongeup,,井邑市,,jeongeup
4,1KOR047JNJ,Jeonju,,全州市,,jeonju
4,1KOR047JSU,Jangsu County,,长水郡,,jangsu county
4,1KOR047KUV,Gunsan,,群山市,,gunsan
4,1KOR047MJU,Muju County,,茂朱郡,,muju county
4,1KOR047NWN,Namwon,,南原市,,namwon
4,1KOR047PUS,Buan County,,扶安郡,,buan county
4,1KOR047SCG,Sunchang County,,淳昌郡,,sunchang county
4,1KOR047WAJ,Wanju County,,完州郡,,wanju county
4,1KOR048BSG,Boseong County,,宝城郡,,boseong county
4,1KOR048DYA,Damyang County,,潭阳郡,,damyang county
4,1KOR048GHG,Goheung County,,高兴郡,,goheung county
4,1KOR048GJN,Gangjin County,,康津郡,,gangjin county
4,1KOR048GRE,Gurye County,,求礼郡,,gurye county
4,1KOR048GSE,Gokseong County,,谷城郡,,gokseong county
4,1KOR048HAE,Haenam County,,海南郡,,haenam county
4,1KOR048HPG,Hampyeong County,,咸平郡,,hampyeong county
4,1KOR048HSN,Hwasun County,,和顺郡,,hwasun county
4,1KOR048JDO,Jindo County,,珍岛郡,,jindo county
4,1KOR048JHG,Jangheung County,,长兴郡,,jangheung county
4,1KOR048JSN,Jangseong County,,长城郡,,jangseong county
4,1KOR048KAN,Gwangyang,,光阳市,,gwangyang
4,1KOR048MAN,Muan County,,务安郡,,muan county
4,1KOR048MOK,Mokpo,,木浦市,,mokpo
4,1KOR048NJU,Naju,,罗州市,,naju
4,1KOR048SAN,Sinan County,,新安郡,,sinan county
4,1KOR048SYS,Suncheon,,顺天市,,suncheon
4,1KOR048WND,Wando County,,莞岛郡,,wando county
4,1KOR048YAM,Yeongam County,,灵岩郡,,yeongam county
4,1KOR048YGG,Yeonggwang County,,灵光郡,,yeonggwang county
4,1KOR048YOS,Yeosu,,丽水市,,yeosu
4,1KOR049ANY,Anyang,,安养市,,anyang
4,1KOR049ASG,Anseong,,安城市,,anseong
4,1KOR049ASN,Ansan,,安山市,,ansan
4,1KOR049BCN,Bucheon,,富川市,,bucheon
4,1KOR049DDC,Dongducheon,,东豆川市,,dongducheon
4,1KOR049GCN,Gwacheon,,果川市,,gwacheon
4,1KOR049GMG,Gwangmyeong,,光明市,,gwangmyeong
4,1KOR049GMP,Gimpo,,金浦市,,gimpo
4,1KOR049GPG,Gapyeong County,,加平郡,,gapyeong county
4,1KOR049GRI,Guri,,九里市,,guri
4,1KOR049GUN,Gunpo,,军浦市,,gunpo
4,1KOR049GYG,Goyang,,高阳市,,goyang
4,1KOR049HCH,Hwaseong,,华城市,,hwaseong
4,1KOR049HNM,Hanam,,河南市,,hanam
4,1KOR049ICE,Icheon,,利川市,,icheon
4,1KOR049KWU,Gwangju,,广州市,,gwangju
4,1KOR049NYU,Namyangju,,南杨州市,,namyangju
4,1KOR049OSN,Osan,,乌山市,,osan
4,1KOR049PJU,Paju,,坡州市,,paju
4,1KOR049POC,Pocheon,,抱川市,,pocheon
4,1KOR049PTK,Pyeongtaek,,平泽市,,pyeongtaek
4,1KOR049SEO,Seongnam,,城南市,,seongnam
4,1KOR049SHE,Siheung,,始兴市,,siheung
4,1KOR049SUO,Suwon,,水原市,,suwon
4,1KOR049UIJ,Uijeongbu,,议政府市,,uijeongbu
4,1KOR049UWN,Uiwang,,仪旺市,,uiwang
4,1KOR049YCN,Yeoncheon County,,涟川郡,,yeoncheon county
4,1KOR049YJU,Yeoju County,,骊州郡,,yeoju county
4,1KOR049YNG,Yongin,,龙仁市,,yongin
4,1KOR049YPG,Yangpyeong County,,扬平郡,,yangpyeong county
4,1KOR049YYU,Yangju,,杨州市,,yangju
4,1LAO0000AT,Attapu,,阿速坡,,attapu
4,1LAO0000BK,Bokeo,,博乔,,bokeo
4,1LAO0000BL,Bolikhamxai,,波里坎赛,,bolikhamxai
4,1LAO0000CH,Champasak,,占巴塞,,champasak
4,1LAO0000HO,Houaphan,,华潘,,houaphan
4,1LAO0000KH,Khammouan,,甘蒙,,khammouan
4,1LAO0000LM,Louang Namtha,,琅南塔,,louang namtha
4,1LAO0000LP,Louangphrabang,,琅勃拉邦,,louangphrabang
4,1LAO0000OU,Oudomxai,,乌多姆赛,,oudomxai
4,1LAO0000PH,Phongsali,,丰沙里,,phongsali
4,1LAO0000SL,Saravan,,沙拉湾,,saravan
4,1LAO0000SV,Savannakhet,,沙湾拿吉,,savannakhet
4,1LAO0000VI,Vientiane,,万象,,vientiane
4,1LAO0000XA,Xaignabouri,,沙耶武里,,xaignabouri
4,1LAO0000XE,Xekong,,色贡,,xekong
4,1LAO0000XI,Xiangkhoang,,川圹,,xiangkhoang
4,1LAO0000XN,Xaisomboun,,赛宋本行政特区,,xaisomboun
4,1LBN0000AS,Northern,,北部,,northern
4,1LBN0000BA,Bayrut,,贝鲁特,,bayrut
4,1LBN0000BI,Al-Biqa,,贝卡,,al-biqa
4,1LBN0000JA,Debub,,南部,,debub
4,1LBN0000JL,Jabal Lubnan,,黎巴嫩山,,jabal lubnan
4,1LBN0000NA,An-Nabatiyah,,奈拜提耶市,,an-nabatiyah
4,1LKA000ADP,Anuradhapura,,阿努拉德普勒,,anuradhapura
4,1LKA000AMP,Ampara,,安帕赖,,ampara
4,1LKA000BAD,Badulla,,巴杜勒,,badulla
4,1LKA000BTC,Batticaloa,,拜蒂克洛,,batticaloa
4,1LKA000CMB,Colombo,,科伦坡,,colombo
4,1LKA000GAL,Galle,,加勒,,galle
4,1LKA000GAM,Gampaha,,加姆珀哈,,gampaha
4,1LKA000HBA,Hambantota,,汉班托特,,hambantota
4,1LKA000JAF,Jaffna,,贾夫纳,,jaffna
4,1LKA000KAN,Kandy,,康提,,kandy
4,1LKA000KEG,Kegalle,,凯格勒,,kegalle
4,1LKA000KIL,Kilinochchi,,基里诺奇,,kilinochchi
4,1LKA000KLT,Kalutara,,卡卢特勒,,kalutara
4,1LKA000KUR,Kurunegala,,库鲁内格勒,,kurunegala
4,1LKA000MAA,Matara,,马特勒,,matara
4,1LKA000MAN,Mannar,,马纳尔,,mannar
4,1LKA000MAT,Matale,,马特莱,,matale
4,1LKA000MON,Monaragala,,莫讷勒格勒,,monaragala
4,1LKA000MUL,Mullathivu,,穆莱蒂武,,mullathivu
4,1LKA000NUE,Nuwara Eliya,,努沃勒埃利耶,,nuwara eliya
4,1LKA000POL,Polonnaruwa,,波隆纳鲁沃,,polonnaruwa
4,1LKA000PUT,Puttalam,,普塔勒姆,,puttalam
4,1LKA000RAT,Ratnapura,,拉特纳普勒,,ratnapura
4,1LKA000TRR,Trincomalee,,亭可马里,,trincomalee
4,1LKA000VAV,Vavuniya,,瓦武尼亚,,vavuniya
4,1MDV000AAD,North Ari Atoll,,北阿里,,north ari atoll
4,1MDV000AAU,South Ari Atoll,,南阿里,,south ari atoll
4,1MDV000ADD,Addu Atoll,,阿杜,,addu atoll
4,1MDV000FAA,Faadhippolhu,,法迪福卢,,faadhippolhu
4,1MDV000FEA,Felidhu Atoll,,费利杜,,felidhu atoll
4,1MDV000FMU,Foammulah,,福阿穆拉库,,foammulah
4,1MDV000HAD,North Huvadhu Atoll,,北苏瓦迪瓦,,north huvadhu atoll
4,1MDV000HAU,South Huvadhu Atoll,,南苏瓦迪瓦,,south huvadhu atoll
4,1MDV000HDH,Hadhdhunmathi,,哈杜马蒂,,hadhdhunmathi
4,1MDV000KLH,Kolhumadulu,,科卢马杜卢,,kolhumadulu
4,1MDV000MAA,Male Atoll,,马累岛,,male atoll
4,1MDV000MAD,North Maalhosmadhulu,,北马洛斯马杜卢,,north maalhosmadhulu
4,1MDV000MAL,Male,,马累,,male
4,1MDV000MAU,South Maalhosmadulu,,南马洛斯马杜卢,,south maalhosmadulu
4,1MDV000MLD,North Miladhunmadhulu,,北米拉杜马杜卢,,north miladhunmadhulu
4,1MDV000MLU,South Miladhunmadhulu,,南米拉杜马杜卢,,south miladhunmadhulu
4,1MDV000MUA,Mulakatholhu,,穆拉库,,mulakatholhu
4,1MDV000NAD,North Nilandhe Atoll,,北尼兰杜,,north nilandhe atoll
4,1MDV000NAU,South Nilandhe Atoll,,南尼兰杜,,south nilandhe atoll
4,1MDV000THD,North Thiladhunmathi,,北蒂拉杜马蒂,,north thiladhunmathi
4,1MDV000THU,South Thiladhunmathi,,南蒂拉杜马蒂,,south thiladhunmathi
4,1MMR0000AY,Ayeyarwady,,伊洛瓦底省,,ayeyarwady
4,1MMR0000BG,Bago,,勃固省,,bago
4,1MMR0000CH,Chin,,钦邦,,chin
4,1MMR0000KC,Kachin,,克钦邦,,kachin
4,1MMR0000KH,Kayah,,克耶邦,,kayah
4,1MMR0000KN,Kayin,,克伦邦,,kayin
4,1MMR0000MD,Mandalay,,曼德勒省,,mandalay
4,1MMR0000MG,Magway,,马圭省,,magway
4,1MMR0000MN,Mon,,孟邦,,mon
4,1MMR0000RK,Rakhine,,若开邦,,rakhine
4,1MMR0000SG,Sagaing,,实皆省,,sagaing
4,1MMR0000SH,Shan,,掸邦,,shan
4,1MMR0000TN,Tanintharyi,,德林达依省,,tanintharyi
4,1MMR0000YG,Yangon,,仰光省,,yangon
4,1MNG000001,Ulaanbaatar hot,,乌兰巴托市,,ulaanbaatar hot
4,1MNG000035,Orhon,,鄂尔浑,,orhon
4,1MNG000037,Darhan-Uul,,达尔汗乌勒,,darhan-uul
4,1MNG000039,Hentiy,,肯特,,hentiy
4,1MNG000041,Hovsgol,,库苏古尔,,hovsgol
4,1MNG000043,Hovd,,科布多,,hovd
4,1MNG000046,Uvs,,乌布苏,,uvs
4,1MNG000047,Central,,中央,,central
4,1MNG000049,Selenge,,色楞格,,selenge
4,1MNG000051,Suhbaatar,,苏赫巴托尔,,suhbaatar
4,1MNG000057,Dzavhan,,扎布汗,,dzavhan
4,1MNG000059,Dundgovi,,中戈壁,,dundgovi
4,1MNG000061,Dornod,,东方,,dornod
4,1MNG000063,Dornogovi,,东戈壁,,dornogovi
4,1MNG000064,Govisumber,,戈壁苏木贝尔,,govisumber
4,1MNG000065,Govi-Altay,,戈壁阿尔泰,,govi-altay
4,1MNG000067,Bulgan,,布尔干,,bulgan
4,1MNG000069,Bayanhongor,,巴彦洪格尔,,bayanhongor
4,1MNG000071,Bayan-Ulgiy,,巴彦乌勒盖,,bayan-ulgiy
4,1MNG000073,Arhangay,,后杭爱,,arhangay
4,1MNG000UMN,Umnogovi,,南戈壁,,umnogovi
4,1MNG000UVO,Uvorhangay,,前杭爱,,uvorhangay
4,1MYS0JHBAT,Batu Pahat,,峇株巴辖,,batu pahat
4,1MYS0JHJHB,Johor Bahru,,新山,,johor bahru
4,1MYS0JHKLA,Kluang,,居銮,,kluang
4,1MYS0JHKTI,Kota Tinggi,,哥打丁宜,,kota tinggi
4,1MYS0JHMEP,Mersing,,丰盛港,,mersing
4,1MYS0JHMUA,Muar,,麻坡,,muar
4,1MYS0JHPOW,Pontian,,笨珍,,pontian
4,1MYS0JHSGM,Segamat,,昔加末,,segamat
4,1MYS0KDBLZ,Baling,,华玲,,baling
4,1MYS0KDBMA,Bandar Baharu,,万拉峇鲁,,bandar baharu
4,1MYS0KDKLM,Kulim,,居林,,kulim
4,1MYS0KDKMU,Kuala Muda,,瓜拉姆达,,kuala muda
4,1MYS0KDKOR,Kota Setar,,哥打士打,,kota setar
4,1MYS0KDKPA,Kubang Pasu,,古邦巴素,,kubang pasu
4,1MYS0KDLGK,Langkawi,,浮罗交怡,,langkawi
4,1MYS0KDPEN,Pendang,,笨筒,,pendang
4,1MYS0KDPGT,Padang Terap,,巴东得腊,,padang terap
4,1MYS0KLKUL,Kuala Lumpur,,吉隆坡,,kuala lumpur
4,1MYS0KNBAC,Bachok,,登卓,,bachok
4,1MYS0KNGMU,Gua Musang,,话望生,,gua musang
4,1MYS0KNJEL,Jeli,,日里,,jeli
4,1MYS0KNKBR,Kota Bharu,,哥打巴鲁,,kota bharu
4,1MYS0KNKUG,Kuala Krai,,瓜拉吉赖,,kuala krai
4,1MYS0KNMAC,Machang,,马樟,,machang
4,1MYS0KNPMA,Pasir Mas,,巴西马,,pasir mas
4,1MYS0KNPPU,Pasir Putih,,巴西富地,,pasir putih
4,1MYS0KNTMR,Tanah Merah,,丹那美拉,,tanah merah
4,1MYS0KNTUM,Tumpat,,道北,,tumpat
4,1MYS0LBLBU,Labuan,,纳闽,,labuan
4,1MYS0LBVIC,Victoria,,维多利亚,,victoria
4,1MYS0MLAOG,Alor Gajah,,亚罗牙也,,alor gajah
4,1MYS0MLJAS,Jasin,,野新,,jasin
4,1MYS0MLMEL,Melaka,,马六甲市,,melaka
4,1MYS0NSJEL,Jelebu,,日叻务,,jelebu
4,1MYS0NSJEP,Jempol,,仁保,,jempol
4,1MYS0NSKPI,Kuala Pilah,,瓜拉庇劳,,kuala pilah
4,1MYS0NSPDI,Port Dickson,,波德申,,port dickson
4,1MYS0NSREM,Rembau,,林茂,,rembau
4,1MYS0NSSRB,Seremban,,芙蓉,,seremban
4,1MYS0NSTAI,Tampin,,淡边,,tampin
4,1MYS0PGBEN,Bentong,,文冬,,bentong
4,1MYS0PGBER,Bera,,百乐,,bera
4,1MYS0PGCAH,Cameron Highlands,,金马仑高原,,cameron highlands
4,1MYS0PGJER,Jerantut,,而连突,,jerantut
4,1MYS0PGKUA,Kuantan,,关丹,,kuantan
4,1MYS0PGKUL,Kuala Lipis,,立卑,,kuala lipis
4,1MYS0PGMAR,Maran,,马兰,,maran
4,1MYS0PGPEK,Pekan,,北根,,pekan
4,1MYS0PGRAU,Raub,,劳勿,,raub
4,1MYS0PGTEM,Temerloh,,淡马鲁,,temerloh
4,1MYS0PGTOM,Rompin,,云冰,,rompin
4,1MYS0PHBMJ,Bukit Mertajam,,大山脚,,bukit mertajam
4,1MYS0PHBWH,Beihai,,北海,,beihai
4,1MYS0PHNTE,Nibong Tebal,,高渊,,nibong tebal
4,1MYS0PHPEN,George Town,,槟城,,george town
4,1MYS0PKBGA,Batu Gajah,,华都牙也,,batu gajah
4,1MYS0PKIPH,Ipoh,,怡保,,ipoh
4,1MYS0PKKAR,Kuala Kangsar,,江沙,,kuala kangsar
4,1MYS0PKLUM,Lumut,,紅土坎,,lumut
4,1MYS0PKSSP,Sungai Siput,,和丰,,sungai siput
4,1MYS0PKTAM,Tanjung Malim,,丹绒马,,tanjung malim
4,1MYS0PKTAS,Anshun,,安顺,,anshun
4,1MYS0PKTPG,Taiping,,太平,,taiping
4,1MYS0PSKGR,Kangar,,加央,,kangar
4,1MYS0SBBEF,Beaufort,,保佛,,beaufort
4,1MYS0SBBEL,Beluran,,比鲁兰,,beluran
4,1MYS0SBBKI,Kota Kinabalu,,哥打基纳巴鲁,,kota kinabalu
4,1MYS0SBKBD,Kota Belud,,古打毛律,,kota belud
4,1MYS0SBKBT,Kinabatangan,,京那巴登岸,,kinabatangan
4,1MYS0SBKEG,Keningau,,根地咬,,keningau
4,1MYS0SBKMU,Kota Marudu,,哥打马鲁都,,kota marudu
4,1MYS0SBKPU,Kuala Penyu,,瓜拉班尤,,kuala penyu
4,1MYS0SBKUD,Kudat,,古达,,kudat
4,1MYS0SBKUN,Kunak,,古纳,,kunak
4,1MYS0SBLDU,Lahad Datu,,拿笃,,lahad datu
4,1MYS0SBNAB,Nabawan,,纳巴湾,,nabawan
4,1MYS0SBPAP,Papar,,吧巴,,papar
4,1MYS0SBPIT,Pitas,,必达士,,pitas
4,1MYS0SBPMP,Penampang,,兵南邦,,penampang
4,1MYS0SBRNU,Ranau,,兰脑,,ranau
4,1MYS0SBSDK,Sandakan,,山打根,,sandakan
4,1MYS0SBSMM,Semporna,,仙本那,,semporna
4,1MYS0SBSPT,Sipitang,,西比陶,,sipitang
4,1MYS0SBTAB,Tambunan,,担布南,,tambunan
4,1MYS0SBTAW,Tawau,,斗湖,,tawau
4,1MYS0SBTEN,Tenom,,丹南,,tenom
4,1MYS0SBTUR,Tuaran,,斗亚兰,,tuaran
4,1MYS0SLGOM,Gombak,,鹅麦,,gombak
4,1MYS0SLHUL,Hulu Langat,,乌鲁冷岳,,hulu langat
4,1MYS0SLHUS,Hulu Selangor,,乌鲁雪兰莪,,hulu selangor
4,1MYS0SLKLG,Kuala Langat,,瓜拉冷岳,,kuala langat
4,1MYS0SLKSL,Kuala Selangor,,瓜拉雪兰莪,,kuala selangor
4,1MYS0SLPJA,Petaling,,八打灵,,petaling
4,1MYS0SLSBM,Sabak Bernam,,沙白安南,,sabak bernam
4,1MYS0SLSEP,Sepang,,雪邦,,sepang
4,1MYS0SRBTG,Betong,,木中,,betong
4,1MYS0SRBTU,Bintulu,,民都鲁,,bintulu
4,1MYS0SRKCH,Kuching,,古晋,,kuching
4,1MYS0SRKPI,Kapit,,加帛,,kapit
4,1MYS0SRLMN,Limbang,,林梦,,limbang
4,1MYS0SRMKM,Mukah,,木胶,,mukah
4,1MYS0SRMYY,Miri,,美里,,miri
4,1MYS0SRSAM,Sri Aman,,斯里阿曼,,sri aman
4,1MYS0SRSAR,Sarikei,,泗里街,,sarikei
4,1MYS0SRSBW,Sibu,,泗务,,sibu
4,1MYS0SRSMH,Samarahan,,三马拉汉,,samarahan
4,1MYS0TRBES,Besut,,勿述,,besut
4,1MYS0TRDGN,Dungun,,龙运,,dungun
4,1MYS0TRHUL,Hulu,,乌鲁,,hulu
4,1MYS0TRKEM,Kemaman,,甘马挽,,kemaman
4,1MYS0TRMAR,Marang,,马江,,marang
4,1MYS0TRSET,Setiu,,实兆,,setiu
4,1MYS0TRTGG,Kuala Terengganu,,瓜拉丁加奴,,kuala terengganu
4,1NPL0000BA,Bagmati,,巴格马蒂,,bagmati
4,1NPL0000BH,Bheri,,佩里,,bheri
4,1NPL0000DH,Dhawalagiri,,道拉吉里,,dhawalagiri
4,1NPL0000GA,Gandaki,,甘达基,,gandaki
4,1NPL0000JA,Janakpur,,贾纳克布尔,,janakpur
4,1NPL0000KA,Karnali,,格尔纳利,,karnali
4,1NPL0000KO,Kosi,,戈西,,kosi
4,1NPL0000LU,Lumbini,,蓝毗尼,,lumbini
4,1NPL0000MA,Mahakali,,马哈卡利,,mahakali
4,1NPL0000ME,Mechi,,梅吉,,mechi
4,1NPL0000NA,Narayani,,纳拉亚尼,,narayani
4,1NPL0000RA,Rapti,,拉布蒂,,rapti
4,1NPL0000SA,Sogarmatha,,萨加玛塔,,sogarmatha
4,1NPL0000SE,Seti,,塞蒂,,seti
4,1OMN0000BA,Al-Batinah,,巴提奈地区,,al-batinah
4,1OMN0000DA,Ad-Dakhiliyah,,内地地区,,ad-dakhiliyah
4,1OMN0000MA,Masqat,,马斯喀特省,,masqat
4,1OMN0000MU,Musandam,,穆桑达姆省,,musandam
4,1OMN0000SH,Ash-Sharqiyah,,东部地区,,ash-sharqiyah
4,1OMN0000WU,Al-Wusta,,中部地区,,al-wusta
4,1OMN0000ZA,Az-Zahirah,,达希莱地区,,az-zahirah
4,1OMN0000ZU,Zufar,,佐法尔省,,zufar
4,1PAK000GUJ,Gujranwala,,故吉软瓦拉,,gujranwala
4,1PAK000HDD,Hyderabad,,海德拉巴,,hyderabad
4,1PAK000ISB,Islamabad,,伊斯兰堡,,islamabad
4,1PAK000KCT,Karachi,,卡拉奇,,karachi
4,1PAK000LHE,Lahore,,拉合尔,,lahore
4,1PAK000LYP,Faisalabad,,费萨拉巴德,,faisalabad
4,1PAK000MUX,Multan,,木尔坦,,multan
4,1PAK000PEW,Peshawar,,白沙瓦,,peshawar
4,1PAK000RWP,Rawalpindi,,拉瓦尔品第,,rawalpindi
4,1PHL000CAO,Caloocan,,卡卢坎,,caloocan
4,1PHL000CEB,Cebu,,宿务,,cebu
4,1PHL000DOR,Davao,,达沃,,davao
4,1PHL000MNL,Manila,,马尼拉,,manila
4,1PRK000CHO,Ch'ongjin,,清津,,ch'ongjin
4,1PRK000FNJ,Pyongyang,,平壤,,pyongyang
4,1PRK000HAE,Haeju,,海州,,haeju
4,1PRK000HAM,Hamhung,,咸兴,,hamhung
4,1PRK000HYE,Hyesan,,惠山,,hyesan
4,1PRK000KAN,Kanggye,,江界,,kanggye
4,1PRK000KSN,Kaesong,,开城,,kaesong
4,1PRK000NAM,Namp'o,,南浦,,namp'o
4,1PRK000NAS,Naseon,,罗先,,naseon
4,1PRK000SAR,Sariwon,,沙里院,,sariwon
4,1PRK000SII,Sinuiju,,新义州,,sinuiju
4,1PRK000WON,Wonsan,,元山,,wonsan
4,1PSE0000GZ,Gaza Strip,,加沙地带,,gaza strip
4,1PSE0000WE,West Bank,,西岸,,west bank
4,1QAT0000DW,Ad Dawhah,,多哈,,ad dawhah
4,1QAT0000GW,Al Ghuwariyah,,古韦里耶,,al ghuwariyah
4,1QAT0000JB,Jariyan al Batnah,,杰里扬拜特奈,,jariyan al batnah
4,1QAT0000JM,Al Jumaliyah,,朱迈利耶,,al jumaliyah
4,1QAT0000KR,Al Khawr,,豪尔,,al khawr
4,1QAT0000MS,Northern,,北部,,northern
4,1QAT0000RN,Ar Rayyan,,赖扬,,ar rayyan
4,1QAT0000UL,Umm Salal,,乌姆锡拉勒,,umm salal
4,1QAT0000WK,Al Wakrah,,沃克拉,,al wakrah
4,1SAU0000BH,Al Bahah,,巴哈,,al bahah
4,1SAU0000HL,Hail,,哈伊勒,,hail
4,1SAU0000JZ,Jizan,,吉赞,,jizan
4,1SAU0000ML,Makkah,,麦加,,makkah
4,1SAU0000NR,Najran,,纳季兰,,najran
4,1SAU0000RD,Riyad,,利雅得,,riyad
4,1SAU0000TB,Tabuk,,塔布克,,tabuk
4,1SAU000AHB,Abha,,艾卜哈,,abha
4,1SAU000AKH,Al-Kharj,,海耶,,al-kharj
4,1SAU000ARA,Arar,,阿尔阿尔,,arar
4,1SAU000BUR,Buraydah,,布赖代,,buraydah
4,1SAU000DAM,Dammam,,达曼,,dammam
4,1SAU000HBT,Hafar al-Batin,,哈费尔巴廷,,hafar al-batin
4,1SAU000HFF,Al-Hufuf,,胡富夫,,al-hufuf
4,1SAU000JBI,Al-Jubayl,,朱拜勒,,al-jubayl
4,1SAU000JED,Jiddah,,吉达,,jiddah
4,1SAU000KMX,Khamis Mushayt,,海米斯穆谢特,,khamis mushayt
4,1SAU000MBR,Al-Mubarraz,,姆巴拉兹,,al-mubarraz
4,1SAU000MED,Medina,,麦地那,,medina
4,1SAU000SAK,Sakaka,,塞卡卡,,sakaka
4,1SAU000TAR,At Tarif,,塔伊夫,,at tarif
4,1SAU000YNB,Yanbu al-Bahr,,延布,,yanbu al-bahr
4,1SYR0000DA,Dara,,德拉,,dara
4,1SYR0000DI,Madinat Dimashq,,大马士革市,,madinat dimashq
4,1SYR0000DZ,Dayr az Zawr,,代尔祖尔,,dayr az zawr
4,1SYR0000GH,Al Ghab,,加布,,al ghab
4,1SYR0000HA,Al Hasakah,,哈塞克,,al hasakah
4,1SYR0000HI,Hims,,霍姆斯,,hims
4,1SYR0000HL,Halab,,阿勒颇,,halab
4,1SYR0000HM,Hamah,,哈马,,hamah
4,1SYR0000ID,Idlib,,伊德利卜,,idlib
4,1SYR0000LA,Al Ladhiqiyah,,拉塔基亚,,al ladhiqiyah
4,1SYR0000QA,Al-Qamishli,,卡米什利,,al-qamishli
4,1SYR0000QU,Al Qunaytirah,,库奈特拉,,al qunaytirah
4,1SYR0000RD,Rif Dimashq,,大马士革,,rif dimashq
4,1SYR0000RQ,Ar Raqqah,,拉卡,,ar raqqah
4,1SYR0000SU,As Suwayda,,苏韦达,,as suwayda
4,1SYR0000TA,Tartus,,塔尔图斯,,tartus
4,1THA000010,Bangkok,,曼谷,,bangkok
4,1THA000011,Samut Prakan,,北揽,,samut prakan
4,1THA000012,Nonthaburi,,暖武里,,nonthaburi
4,1THA000013,Pathum Thani,,巴吞他尼,,pathum thani
4,1THA000014,Phra Nakhon Si Ayutthaya,,大城,,phra nakhon si ayutthaya
4,1THA000015,Ang Thong,,红统,,ang thong
4,1THA000016,Lop Buri,,华富里,,lop buri
4,1THA000017,Sing Buri,,信武里,,sing buri
4,1THA000018,Chai Nat,,猜那,,chai nat
4,1THA000019,Saraburi,,北标,,saraburi
4,1THA000020,Chon Buri,,春武里,,chon buri
4,1THA000021,Rayong,,拉农,,rayong
4,1THA000022,Chanthaburi,,尖竹汶,,chanthaburi
4,1THA000023,Trat,,达叻,,trat
4,1THA000024,Chachoengsao,,北柳,,chachoengsao
4,1THA000025,Prachin Buri,,巴真,,prachin buri
4,1THA000026,Nakhon Nayok,,那空那育,,nakhon nayok
4,1THA000027,Sa Kaeo,,沙缴,,sa kaeo
4,1THA000031,Buri Ram,,武里南,,buri ram
4,1THA000032,Surin,,素林,,surin
4,1THA000033,Si sa ket,,四色菊,,si sa ket
4,1THA000034,Ubon Ratchathani,,乌汶,,ubon ratchathani
4,1THA000035,Yasothon,,耶梭通,,yasothon
4,1THA000036,Chaiyaphum,,猜也奔,,chaiyaphum
4,1THA000037,Amnat Charoen,,安纳乍能,,amnat charoen
4,1THA000039,Nong Bua Lamphu,,廊莫那浦,,nong bua lamphu
4,1THA000040,Khon Kaen,,孔敬,,khon kaen
4,1THA000041,Udon Thani,,乌隆,,udon thani
4,1THA000042,Loei,,黎,,loei
4,1THA000043,Nong Khai,,廊开,,nong khai
4,1THA000044,Maha Sarakham,,玛哈沙拉堪,,maha sarakham
4,1THA000045,Roi Et,,黎逸,,roi et
4,1THA000046,Kalasin,,加拉信,,kalasin
4,1THA000047,Sakon Nakhon,,色军,,sakon nakhon
4,1THA000048,Nakhon Phanom,,那空帕农,,nakhon phanom
4,1THA000049,Mukdahan,,莫达汉,,mukdahan
4,1THA000050,Chiang Mai,,清迈,,chiang mai
4,1THA000051,Lamphun,,南奔,,lamphun
4,1THA000053,Uttaradit,,程逸,,uttaradit
4,1THA000054,Phrae,,帕,,phrae
4,1THA000055,Nan,,难,,nan
4,1THA000056,Phayao,,帕尧,,phayao
